Specific_Cell_Ontology_ID	Cell_Marker
CL:0000695	DIABLO
CL:0000695	CCM2
CL:0000695	SMAD1
CL:0000695	EBF3
CL:0000695	LHX5
CL:0000695	NANOS1
CL:0000695	ACEE
CL:0000695	FSD1
CL:0000695	AATF
CL:0000696	MEIS2
CL:0000696	SEMA3E
CL:0000696	ISL1
CL:0000696	CARTPT
CL:0000696	CARTPT
CL:0000696	PAX6
CL:0000696	THSD7A
CL:0000696	EGR3
CL:0000696	LMO3
CL:0000696	SCGN
CL:0000696	DFNMYP
CL:0000696	FP
CL:0000696	THSD7A
CL:0000696	ARHGAP3
CL:0000696	AQP3
CL:0000696	EGR3
CL:0000696	ZNF503
CL:0000696	CARTPT
CL:0000696	ARHGAP3
CL:0000696	ETV1
CL:0000696	EGR3
CL:0000696	MEIS2
CL:0000696	LMO3
CL:0000696	PPY
CL:0000696	DFNMYP
CL:0000696	FP
CL:0000696	PPY2P
CL:0000696	PXK
CL:0000696	AQP3
CL:0000696	FP
CL:0000696	CMTM8
CL:0000696	C13ORF36
CL:0000696	ZNF506
CL:0000696	ARX
CL:0000696	CD39L1
CL:0000696	ARHGAP3
CL:0000696	PAX6
CL:0000696	ID4
CL:0000696	ZNF506
CL:0000696	APOBEC2
CL:0000696	GPC5-AS1
CL:0000696	FGB
CL:0000696	PPY
CL:0000696	PNP
CL:0000696	C13ORF36
CL:0000696	AQP3
CL:0000696	FXYD2
CL:0000696	ETV1
CL:0000696	LMO3
CL:0000696	MEIS1
CL:0000696	ID4
CL:0000696	ARX
CL:0000696	PPY
CL:0000696	PPY
CL:0000696	C13ORF36
CL:0000696	ETV1
CL:0000696	DFNMYP
CL:0000696	ABCC9
CL:0000696	MEIS1
CL:0000696	PAX6
CL:0000696	THSD7A
CL:0000696	MEIS1
CL:0000696	ARX
CL:0000696	ID2
CL:0000696	ID2
CL:0000696	NEUROD1
CL:0000696	SCGB2A1
CL:0000696	CD39L1
CL:0000696	CD39L1
CL:0000749	RGS7
CL:0000749	RGS11
CL:0000750	GRIK1
CL:0000792	FOXP3
CL:0000792	TNFRSF18
CL:0000792	EZH2
CL:0000792	TNFRSF9
CL:0000792	TNFRSF18
CL:0000792	RTKN2
CL:0000792	ACP2
CL:0000792	RTKN2
CL:0000792	FANK1
CL:0000792	FANK1
CL:0000792	RTKN2
CL:0000792	IL2RA
CL:0000792	FOXP3
CL:0000792	FANK1
CL:0000792	FAS
CL:0000792	RTKN2
CL:0000792	ENTPD1
CL:0000792	ARID5B
CL:0000792	CORO1B
CL:0000792	GATA3
CL:0000792	FOXP3
CL:0000792	IL1R2
CL:0000792	CD4
CL:0000792	HNRNPC
CL:0000792	CORO1B
CL:0000792	GBP5
CL:0000792	RASGRP1
CL:0000792	CD3E
CL:0000792	PPP2CA
CL:0000792	PARK7
CL:0000792	HPRT1
CL:0000792	ARID3B
CL:0000792	IL1R2
CL:0000792	IL2RA
CL:0000792	ERI1
CL:0000792	CD6
CL:0000792	TIGIT
CL:0000792	CORO1B
CL:0000792	IL2RA
CL:0000792	CD3D
CL:0000792	STAT5A
CL:0000792	CLTA4
CL:0000792	CLTA4
CL:0000792	LAYN
CL:0000792	CD4
CL:0000792	LTB
CL:0000792	PMAIP1
CL:0000792	IL2RA
CL:0000792	IL10
CL:0000792	REL
CL:0000792	ICA1
CL:0000792	CARD16
CL:0000792	CD101
CL:0000792	GBP2
CL:0000792	SUMO2
CL:0000792	GBP2
CL:0000792	GCHFR
CL:0000792	FOXP3
CL:0000792	FOXP3
CL:0000792	CLTA4
CL:0000792	CLTA4
CL:0000792	DDX60
CL:0000792	ZBTB32
CL:0000792	RORA
CL:0000792	USP15
CL:0000792	TGFB1
CL:0000792	IL2RA
CL:0000792	IL2RA
CL:0000792	ARID5B
CL:0000792	IL2RA
CL:0000792	IL10RA
CL:0000792	IL32
CL:0000792	EOS
CL:0000792	LOC541471
CL:0000792	PIM2
CL:0000792	FOXP3
CL:0000792	ICA1
CL:0000792	IL2RA
CL:0000792	ICA1
CL:0000792	S100A4
CL:0000792	CCR8
CL:0000792	CCR4
CL:0000792	CD3E
CL:0000792	STAM
CL:0000792	ARID5B
CL:0000792	PTPRC
CL:0000792	CNGB1
CL:0000792	IKZF2
CL:0000792	LAIR2
CL:0000792	WDR1
CL:0000792	NT5E
CL:0000792	IL1R1
CL:0000792	CLTA4
CL:0000792	FOXP3
CL:0000792	GBP2
CL:0000792	CD177
CL:0000792	CD3G
CL:0000792	CD4
CL:0000792	IL2RG
CL:0000792	SAMD9
CL:0000794	TNFSF10
CL:0000794	PRF1
CL:0000794	CD8A
CL:0000794	CD3G
CL:0000794	CST7
CL:0000794	GZMB
CL:0000794	CX3CR1
CL:0000794	PRF1
CL:0000794	FGFBP2
CL:0000794	GZMH
CL:0000794	GZMK
CL:0000794	CSF1
CL:0000794	IFNGAMMA
CL:0000794	NKG7
CL:0000794	CCL5
CL:0000794	IFNGAMMA
CL:0000794	CD3D
CL:0000794	CD8B
CL:0000794	CCL3
CL:0000794	CX3CR1
CL:0000794	GZMB
CL:0000794	PRF1
CL:0000794	CX3CR1
CL:0000794	PRF1
CL:0000794	GZMA
CL:0000794	LGALS1
CL:0000794	CD3E
CL:0000794	PRF1
CL:0000794	PTGDS
CL:0000794	GZMA
CL:0000794	SPON2
CL:0000794	GZMB
CL:0000794	GZMA
CL:0000794	PRF1
CL:0000794	ZNF683
CL:0000794	ZNF683
CL:0000794	NKG7
CL:0000794	GNLY
CL:0000794	CD8A
CL:0000794	FGFBP2
CL:0000794	PRF1
CL:0000794	CD3D
CL:0000794	CD27
CL:0000794	FGFBP2
CL:0000794	ZNF683
CL:0000794	GZMA
CL:0000794	CD107A
CL:0000794	GZMB
CL:0000794	NKG7
CL:0000794	CD8A
CL:0000794	CD2
CL:0000794	NKG7
CL:0000794	LGALS1
CL:0000794	SPON2
CL:0000794	GZMA
CL:0000794	GZMA
CL:0000794	GZMB
CL:0000794	B2M
CL:0000794	TNF
CL:0000794	NKG7
CL:0000794	PTGDS
CL:0000794	GNLY
CL:0000794	SPON2
CL:0000794	GNLY
CL:0000794	CCL4
CL:0000794	CD3E
CL:0000794	HLA-C
CL:0000794	FASLG
CL:0000794	LGALS1
CL:0000794	CD3G
CL:0000794	APOBEC3C
CL:0000794	PTGDS
CL:0000794	GNLY
CL:0000794	FASLG
CL:0000795	IL2RA
CL:0000795	CD8B
CL:0000795	CLTA4
CL:0000795	IL10
CL:0000795	CD8A
CL:0000795	CD3E
CL:0000795	CD8A
CL:0000795	CD28
CL:0000795	FOXP3
CL:0000806	CD34
CL:0000806	CD34
CL:0000807	CD1A
CL:0000807	CD1A
CL:0000845	CD1A
CL:0000845	CHI3L2
CL:0000845	NOTCH2
CL:0000845	DNASE1L3
CL:0000845	CD81
CL:0000845	ABI3
CL:0000845	CD1D
CL:0000845	EBF1
CL:0000845	CD40LG
CL:0000845	CR2
CL:0000845	BAFFR
CL:0000845	CR2
CL:0000845	CD307D
CL:0000845	PAX5
CL:0000845	CD27
CL:0000845	CD9
CL:0000845	ITM2C
CL:0000845	HES4
CL:0000845	PTPRC
CL:0000845	CD180
CL:0000845	KLK1
CL:0000845	SMIM14
CL:0000845	ITGAE
CL:0000895	LOC100130231
CL:0000895	CD4
CL:0000895	SVIL
CL:0000895	RPL30
CL:0000895	TCF7
CL:0000895	ABLIM1
CL:0000895	TXK
CL:0000895	CRR7
CL:0000895	RPS3A
CL:0000895	PABPC1
CL:0000895	CRR7
CL:0000895	LEF1
CL:0000895	LDHB
CL:0000895	RPL32
CL:0000895	CRR7
CL:0000895	FHIT
CL:0000895	SELL
CL:0000895	TRABD2A
CL:0000895	NOSIP
CL:0000895	CRR7
CL:0000895	RPL30
CL:0000895	CD4
CL:0000895	CAMK IV
CL:0000895	SLC40A1
CL:0000895	ABLIM1
CL:0000895	GIMAP8
CL:0000895	RPS12
CL:0000895	EEF1B2
CL:0000895	TMEM66
CL:0000895	NAP1L1
CL:0000895	FHIT
CL:0000895	EEF1A1
CL:0000895	CD3D
CL:0000895	CD3E
CL:0000895	EEF1B2
CL:0000895	C1ORF162
CL:0000895	CD4
CL:0000895	ARH
CL:0000895	FAM117B
CL:0000895	TMEM204
CL:0000895	KLF2
CL:0000895	TPT1
CL:0000895	ATM
CL:0000895	GIMAP5
CL:0000895	EEF1G
CL:0000895	SELL
CL:0000895	SELL
CL:0000895	SERINC5
CL:0000895	CD4
CL:0000895	IL-7R
CL:0000895	MAL
CL:0000895	PRKCA
CL:0000895	FAM65B
CL:0000895	CRR7
CL:0000895	GRP183
CL:0000895	TRABD2A
CL:0000895	RPS3A
CL:0000895	SERINC5
CL:0000895	GIMAP5
CL:0000895	TESPA1
CL:0000895	SF1
CL:0000895	C6ORF48
CL:0000895	SELL
CL:0000895	NOSIP
CL:0000895	SELL
CL:0000895	C17ORF45
CL:0000895	IL-7R
CL:0000895	CRR7
CL:0000895	PTPRC
CL:0000895	PLAC8
CL:0000895	MYC
CL:0000895	ARH
CL:0000895	LEF1
CL:0000895	CD4
CL:0000895	TCF7
CL:0000895	SATB1
CL:0000895	CD4
CL:0000895	TXNIP
CL:0000895	CRR7
CL:0000895	MYC
CL:0000895	CD4
CL:0000895	RPS5
CL:0000895	CD3G
CL:0000895	KLF2
CL:0000895	ACTN1
CL:0000895	EIF3L
CL:0000895	TSHZ2
CL:0000895	NELL2
CL:0000895	RSL1D1
CL:0000895	LRRN3
CL:0000895	RPL32
CL:0000895	TCF7
CL:0000895	LEF1
CL:0000895	TSC22D3
CL:0000895	CD55
CL:0000895	UBA52
CL:0000895	RPS12
CL:0000895	PIK3IP1
CL:0000897	CD28
CL:0000897	IL-7R
CL:0000897	CRR7
CL:0000897	ANXA1
CL:0000897	GZMA
CL:0000897	ANXA1
CL:0000897	CD27
CL:0000897	CD3E
CL:0000897	CD4
CL:0000897	S100A4
CL:0000897	CXCR5
CL:0000897	GRP183
CL:0000897	CRR7
CL:0000897	KLF2
CL:0000897	SELL
CL:0000900	EIF3E
CL:0000900	GLTSCR2
CL:0000900	THAP7
CL:0000900	C6ORF48
CL:0000900	KLF2
CL:0000900	BACH2
CL:0000900	C1ORF162
CL:0000900	PDK1
CL:0000900	RPS8
CL:0000900	SELL
CL:0000900	TNFSF8
CL:0000900	RASGRP2
CL:0000900	TCF7
CL:0000900	MAL
CL:0000900	TRABD2A
CL:0000900	FAM102A
CL:0000900	PASK
CL:0000900	SNED1
CL:0000900	PDE3B
CL:0000900	PRKCQ-AS1
CL:0000900	TXK
CL:0000900	LMO7
CL:0000900	SCML4
CL:0000900	ITFG2
CL:0000900	CRR7
CL:0000900	ZNF101
CL:0000900	MYC
CL:0000900	IL-7R
CL:0000900	LINC01550
CL:0000900	ABLIM1
CL:0000900	NDFIP1
CL:0000900	DGKA
CL:0000900	TCF7
CL:0000900	LEF1
CL:0000900	VIPR1
CL:0000900	APBA2
CL:0000900	IL-7R
CL:0000900	CD27
CL:0000900	LRRC75A
CL:0000900	SELL
CL:0000900	EXOSC8
CL:0000900	PRKCQ-AS1
CL:0000900	SGSM3
CL:0000900	GPR155
CL:0000900	COQ8A
CL:0000900	TPCN1
CL:0000900	THEM4
CL:0000900	SMAP2
CL:0000900	PLEKHB1
CL:0000900	EEF2
CL:0000900	SINHCAF
CL:0000900	MAML2
CL:0000900	MLXIP
CL:0000900	PPP1R2
CL:0000900	CAMK IV
CL:0000900	CAMK IV
CL:0000900	PIK3IP1
CL:0000900	GCSAM
CL:0000900	FKBP5
CL:0000900	CD55
CL:0000900	NPM1
CL:0000900	TCF7
CL:0000900	RACK1
CL:0000900	FAM102A
CL:0000900	BEX4
CL:0000900	ARHGEF18
CL:0000900	TOMM7
CL:0000900	C17ORF45
CL:0000900	SH3YL1
CL:0000900	CRR7
CL:0000900	CRR7
CL:0000900	CEP68
CL:0000900	SORL1
CL:0000900	CRR7
CL:0000900	IL-7R
CL:0000900	APEX1
CL:0000900	EIF3L
CL:0000900	TMEM63A
CL:0000900	STMN3
CL:0000900	LDHB
CL:0000900	ARHGAP45
CL:0000900	PTPRC
CL:0000900	TSC22D3
CL:0000900	WDR43
CL:0000900	RCAN3
CL:0000900	R3HDM4
CL:0000900	NOG
CL:0000900	ARMH1
CL:0000900	NELL2
CL:0000900	FOXP1
CL:0000900	CRR7
CL:0000900	CRR7
CL:0000900	CD8A
CL:0000900	LRRN3
CL:0000900	EEF1A1
CL:0000900	EPHX2
CL:0000900	LEF1
CL:0000900	IL-7R
CL:0000900	TMEM123
CL:0000900	CD248
CL:0000900	NELL2
CL:0000900	SNURF
CL:0000900	TCF7
CL:0000900	TMEM204
CL:0000900	FKBP5
CL:0000900	SELL
CL:0000900	NT5E
CL:0000900	CRR7
CL:0000900	TRAP1
CL:0000900	MAL
CL:0000900	SPINT2
CL:0000900	GIMAP2
CL:0000900	AIF1
CL:0000900	SERINC5
CL:0000900	OXNAD1
CL:0000900	LEF1
CL:0000900	MYC
CL:0000900	UBA52
CL:0000900	SPTBN1
CL:0000900	PSIP1
CL:0000900	SELL
CL:0000900	NOSIP
CL:0000900	ATM
CL:0000900	SELL
CL:0000900	LEF1-AS1
CL:0000900	GPR155
CL:0000900	IGF1R
CL:0000900	NELL2
CL:0000900	LEF1
CL:0000900	ATXN7
CL:0000900	ARH
CL:0000900	UBQLN2
CL:0000900	TCF7
CL:0000900	ATM
CL:0000900	GRP183
CL:0000900	FAM117B
CL:0000900	PIK3IP1
CL:0000900	CD45RA
CL:0000900	NELL2
CL:0000900	NPAT
CL:0000900	GAS5
CL:0000900	NOSIP
CL:0000900	CA6
CL:0000900	TRMT1
CL:0000900	RIC3
CL:0000900	ACTN1
CL:0000904	TCF7
CL:0000904	CRR7
CL:0000904	SELL
CL:0000904	TCF7
CL:0000904	OAS1
CL:0000904	TCF7
CL:0000904	LEF1
CL:0000904	LEF1
CL:0000904	MYC
CL:0000904	IFIT3
CL:0000904	CRR7
CL:0000904	TSHZ2
CL:0000904	OAS1
CL:0000904	CRR7
CL:0000904	IL-7R
CL:0000904	MYC
CL:0000904	IFIT3
CL:0000904	CRR7
CL:0000904	CRR7
CL:0000904	TCF7
CL:0000904	SELL
CL:0000904	NOSIP
CL:0000904	LEF1
CL:0000904	ISG15
CL:0000904	SELL
CL:0000904	TSHZ2
CL:0000904	MAL
CL:0000904	TCF7
CL:0000904	NOSIP
CL:0000904	MAL
CL:0000904	MAL
CL:0000904	NOSIP
CL:0000904	CRR7
CL:0000904	CRR7
CL:0000904	IFI44L
CL:0000904	SOCS3
CL:0000904	SOCS3
CL:0000904	TSHZ2
CL:0000904	MX2
CL:0000904	IL-7R
CL:0000904	MX2
CL:0000904	SOCS3
CL:0000904	CD4
CL:0000904	IFI44L
CL:0000904	ISG15
CL:0000904	MYC
CL:0000904	CD3D
CL:0000905	LTB
CL:0000905	IL-7R
CL:0000905	TNFRSF4
CL:0000905	TIMP1
CL:0000905	AQP3
CL:0000905	LTB
CL:0000905	LTB
CL:0000905	S100A4
CL:0000905	ANXA1
CL:0000905	TNFRSF4
CL:0000905	CD3D
CL:0000905	CCL5
CL:0000905	CD52
CL:0000905	IL-7R
CL:0000905	GZMA
CL:0000905	EOMES
CL:0000905	CD4
CL:0000905	PRDM1
CL:0000905	GZMH
CL:0000905	IL-7R
CL:0000905	CRR7
CL:0000905	GZMK
CL:0000905	PTPRC
CL:0000905	CD52
CL:0000905	TIMP1
CL:0000905	CXCR6
CL:0000905	PTPRC
CL:0000905	CD52
CL:0000905	CD4
CL:0000905	AQP3
CL:0000905	GRP183
CL:0000905	TIMP1
CL:0000905	TNFRSF4
CL:0000905	ANKRD28
CL:0000905	ANXA1
CL:0000905	AQP3
CL:0000905	GZMA
CL:0000907	GZMK
CL:0000907	LEF1
CL:0000907	IL-7R
CL:0000907	TCF7
CL:0000907	RCAN3
CL:0000907	NOSIP
CL:0000907	MYC
CL:0000907	CD28
CL:0000907	CRR7
CL:0000907	CRR7
CL:0000907	SELL
CL:0000907	SELL
CL:0000907	CRR7
CL:0000907	TNF
CL:0000907	CCR5
CL:0000907	SOCS3
CL:0000907	CRR7
CL:0000907	SELL
CL:0000907	IFNB1
CL:0000907	NOSIP
CL:0000907	MYC
CL:0000907	SOCS3
CL:0000907	EOMES
CL:0000907	CD27
CL:0000907	TSHZ2
CL:0000907	GZMK
CL:0000907	MYC
CL:0000907	EOMES
CL:0000907	IL2
CL:0000907	TSHZ2
CL:0000907	GRP183
CL:0000907	CD45RO
CL:0000907	RCAN3
CL:0000907	SOCS3
CL:0000907	TBX21
CL:0000907	RCAN3
CL:0000907	TCF7
CL:0000907	NOSIP
CL:0000907	TCF7
CL:0000907	MAL
CL:0000907	LEF1
CL:0000907	MAL
CL:0000907	MAL
CL:0000907	TSHZ2
CL:0000907	SELL
CL:0000907	EOMES
CL:0000907	LEF1
CL:0000907	CCR5
CL:0000913	RASSF1
CL:0000913	CD182
CL:0000913	SH3BP5
CL:0000913	RAP2B
CL:0000913	VCL
CL:0000913	FCG3RA
CL:0000913	GK5
CL:0000913	LAT
CL:0000913	TPST2
CL:0000913	OSBPL5
CL:0000913	CD52
CL:0000913	ZNF683
CL:0000913	CD8A
CL:0000913	PLEKHG3
CL:0000913	SLCO4C1
CL:0000913	SLC25A5
CL:0000913	CASP8
CL:0000913	TM4SF19
CL:0000913	CD8A
CL:0000913	CD49A
CL:0000913	TBX21
CL:0000913	TM4SF19-TCTEX1D2
CL:0000913	MYO1F
CL:0000913	MYO1G
CL:0000913	CD49A
CL:0000913	TAGLN2
CL:0000913	NKG7
CL:0000913	BIN2
CL:0000913	SLC2A
CL:0000913	CD182
CL:0000913	FGR
CL:0000913	EOMES
CL:0000913	TTC38
CL:0000913	CX3CR1
CL:0000913	MTSS1
CL:0000913	FUT11
CL:0000913	LILRB1
CL:0000913	LPCAT1
CL:0000913	CD49A
CL:0000913	WDR37
CL:0000913	ADAM8
CL:0000913	AHNAK
CL:0000913	FLNA
CL:0000913	CAPN2
CL:0000913	CD52
CL:0000913	KCNAB2
CL:0000913	ZEB2
CL:0000913	GZMH
CL:0000913	IFNGAMMA
CL:0000913	GAB3
CL:0000913	CD182
CL:0000913	EMP3
CL:0000913	GNLY
CL:0000913	GZMK
CL:0000913	PRSS23
CL:0000913	PRF1
CL:0000913	CEP78
CL:0000913	CRR7
CL:0000913	GZMB
CL:0000913	LGALS1
CL:0000913	CD44
CL:0000913	SELL
CL:0000913	ZEB2-AS1
CL:0000913	FCRL6
CL:0000913	GZMM
CL:0000913	FCGR3B
CL:0000913	ZNF600
CL:0000913	GZMB
CL:0000913	CD8B
CL:0000913	KLRF1
CL:0000913	SLC9A3R1
CL:0000913	TNF
CL:0000913	RAP1GAP2
CL:0000913	ADRB2
CL:0000913	GZMB
CL:0000913	PRKCB
CL:0000913	GZMA
CL:0000913	PIK3R5
CL:0000913	IL-7R
CL:0000913	RAP1B
CL:0000913	SRPK2
CL:0000913	LLGL2
CL:0000913	PXN
CL:0000913	PATL2
CL:0000913	SPON2
CL:0000913	GZMB
CL:0000913	PRF1
CL:0000913	CD69
CL:0000913	TBX21
CL:0000913	MBP
CL:0000913	VEZF1
CL:0000913	USP28
CL:0000913	LITAF
CL:0000913	C12ORF75
CL:0000913	CD74
CL:0000913	SAMD3
CL:0000913	RGS19
CL:0000913	ITGAM
CL:0000913	AGTPBP1
CL:0000913	PLEK
CL:0000913	GLUL
CL:0000913	ADGRG1
CL:0000913	KLRD1
CL:0000913	CD45RO
CL:0000913	SH3BP5-AS1
CL:0000913	CD8A
CL:0000913	ARL4C
CL:0000913	FGFBP2
CL:0000913	EFHD2
CL:0000913	STK10
CL:0000913	IL2
CL:0000913	CD8B
CL:0000913	TGFBR3
CL:0000913	PRF1
CL:0000913	TTC16
CL:0000913	RNF166
CL:0000913	KRG1
CL:0000913	CD8B
CL:0000913	CD52
CL:0000913	CD300A
CL:0000913	DSTN
CL:0000913	CD8A
CL:0000913	GZMH
CL:0000913	C1ORF21
CL:0000913	GNLY
CL:0000913	ARHGAP25
CL:0000913	SYNE1
CL:0000913	LUZP6
CL:0000913	S1PR5
CL:0000914	FCG3RA
CL:0000914	FCG3RA
CL:0000914	GNLY
CL:0000914	PRF1
CL:0000914	NCAM1
CL:0000914	GZMA
CL:0000914	PRF1
CL:0000914	FCG3RA
CL:0000914	GNLY
CL:0000914	FCG3RA
CL:0000914	GNLY
CL:0000934	VCL
CL:0000934	CEP78
CL:0000934	FGR
CL:0000934	FUT11
CL:0000934	GNLY
CL:0000934	NKG7
CL:0000934	TGFBR3
CL:0000934	ADGRG5
CL:0000934	GLUL
CL:0000934	SH3BP5
CL:0000934	OSBPL5
CL:0000934	PLEKHA1
CL:0000934	KLRG1
CL:0000934	GPCR
CL:0000934	LOC100130872
CL:0000934	NPRL2
CL:0000934	CD4
CL:0000934	TM4SF19
CL:0000934	TM4SF19-TCTEX1D2
CL:0000934	PLEK
CL:0000934	CCL4
CL:0000934	FGFBP2
CL:0000934	GZMA
CL:0000934	GSTP1
CL:0000934	CST7
CL:0000934	NKG7
CL:0000934	PZP
CL:0000934	ZNF683
CL:0000934	MYBL1
CL:0000934	CD244
CL:0000934	PLEKHG3
CL:0000934	PATL2
CL:0000934	SPON2
CL:0000934	TMEM181
CL:0000934	GNLY
CL:0000934	CHST12
CL:0000934	AHNAK
CL:0000934	TTC38
CL:0000934	TTC16
CL:0000934	RUNX3
CL:0000934	SUN2
CL:0000934	AKR1C3
CL:0000934	LPCAT1
CL:0000934	RAB29
CL:0000934	S1PR5
CL:0000934	SYNE2
CL:0000934	PAFAH2
CL:0000934	GZMB
CL:0000934	PROK2
CL:0000934	CCL5
CL:0000934	RAP2B
CL:0000934	SAMD3
CL:0000934	CX3CR1
CL:0000934	EFHD2
CL:0000934	LLGL2
CL:0000934	SLAMF7
CL:0000934	LITAF
CL:0000934	ADRB2
CL:0000934	GZMH
CL:0000934	ZEB2-AS1
CL:0000934	GZMH
CL:0000934	GZMM
CL:0000934	ABCA2
CL:0000934	AGPAT4
CL:0000934	A2M
CL:0000934	ZEB2
CL:0000934	PRSS23
CL:0000934	C12ORF75
CL:0000934	GZMH
CL:0000934	SPN
CL:0000934	LILRB1
CL:0000934	GZMB
CL:0000934	GZMH
CL:0000934	SLC2A
CL:0000934	PXN
CL:0000934	GZMB
CL:0000934	GK5
CL:0000934	MYO1F
CL:0000934	PRF1
CL:0000934	DSTN
CL:0000934	SYNE1
CL:0000934	TARP
CL:0000934	FCG3RA
CL:0000934	ADGRG1
CL:0000934	BCNS
CL:0000934	RASSF1
CL:0000934	APMAP
CL:0000934	PTGDS
CL:0000934	CTSW
CL:0000934	PRF1
CL:0000934	FCRL6
CL:0000934	LYAR
CL:0000934	PRF1
CL:0000934	C1ORF21
CL:0000934	NKG7
CL:0000934	ARL5A
CL:0000934	GZMA
CL:0000934	GNLY
CL:0000934	ABI3
CL:0000934	MBP
CL:0000934	GZMB
CL:0000934	RAP1B
CL:0000934	PTPN4
CL:0000934	ARL4C
CL:0000934	LINC00612
CL:0000934	HOPX
CL:0000934	CD300A
CL:0000938	GNLY
CL:0000938	LTB
CL:0000938	NKG7
CL:0000938	CCL3
CL:0000938	CCL5
CL:0000938	GZMK
CL:0000938	FOXJ1
CL:0000938	GNLY
CL:0000938	GZMK
CL:0000938	NCAM1
CL:0000938	XCL1
CL:0000938	IL-7R
CL:0000938	SELL
CL:0000938	LTB
CL:0000938	KLRC1
CL:0000938	NKG7
CL:0000938	XCL1
CL:0000938	AREG
CL:0000938	MPPED1
CL:0000938	MADD
CL:0000938	NKG7
CL:0000938	GZMK
CL:0000938	LTB
CL:0000938	IL-7R
CL:0000938	NIBP
CL:0000938	NCAM1
CL:0000938	MUC3B
CL:0000938	RRAD
CL:0000938	DUSP4
CL:0000938	NCAM1
CL:0000938	XCL1
CL:0000938	NKG7
CL:0000938	SELL
CL:0000938	IL-7R
CL:0000938	NCAM1
CL:0000938	KLRD1
CL:0000938	PLA2G6
CL:0000938	SELL
CL:0000938	SELL
CL:0000938	BG255923
CL:0000938	IL-7R
CL:0000938	XCL1
CL:0000938	CCL3
CL:0000939	KIR3DL3
CL:0000939	KIR2DS1
CL:0000939	PMEPA1
CL:0000939	FLJ20699
CL:0000939	KIR3DL1
CL:0000939	SPON2
CL:0000939	PRF1
CL:0000939	FCG3RA
CL:0000939	FCG3RA
CL:0000939	KIR2DS2
CL:0000939	FCG3RA
CL:0000939	GTF3C1
CL:0000939	KIR2DS5
CL:0000939	KIR3DL2
CL:0000939	FCG3RA
CL:0000939	S1PR5
CL:0000939	GNLY
CL:0000939	CD158B2
CL:0000939	NKG7
CL:0000939	KIR3DS1
CL:0000939	IL21R
CL:0000939	GZMB
CL:0000939	FCG3RA
CL:0000939	FCG3RA
CL:0000939	GZMB
CL:0000971	CD27
CL:0000971	CD40LG
CL:0000971	CD19
CL:0000979	CD19
CL:0000979	CD27
CL:0001050	TNFRSF4
CL:0001050	IL2RB
CL:0001050	CCL3
CL:0001050	CD5L
CL:0001050	IFNGAMMA
CL:0001050	CD8A
CL:0001050	TNFRSF8
CL:0001050	SLC25A5
CL:0001050	ICOS
CL:0001050	LAG3
CL:0001050	IL2
CL:0001050	CCL5
CL:0001050	CD3D
CL:0001050	TBX21
CL:0001050	KLRB1
CL:0001050	GZMK
CL:0001050	GZMK
CL:0001050	CD8A
CL:0001050	PRF1
CL:0001050	BTLA
CL:0001050	GZMA
CL:0001050	TNFRSF9
CL:0001050	KLRB1
CL:0001050	CD8A
CL:0001050	IL2RA
CL:0001050	CD3D
CL:0001050	GZMA
CL:0001050	GZMB
CL:0001050	GZMK
CL:0001050	PDCD1
CL:0001050	TNF
CL:0001050	CCL4
CL:0001050	HAVCR2
CL:0002046	DNTT
CL:0002048	Cd19
CL:0002048	Rag1
CL:0002048	Dntt
CL:0002048	Cd79b
CL:0002057	FCG3RA
CL:0002057	FCGR3B
CL:0002057	CD14
CL:0002088	ANO1
CL:0002088	PRKCQ
CL:0002088	KIT
CL:0002088	KIT
CL:0002088	ETV1
CL:0002088	KIT
CL:0002088	EDN3
CL:0002088	ANO1
CL:0002088	ETV1
CL:0002088	ANO1
CL:0002267	SST
CL:0002267	SST
CL:0002284	GHRL
CL:0002321	HPD
CL:0002321	MT1G
CL:0002321	SLC16A7
CL:0002321	RCL1
CL:0002321	SDSL
CL:0002321	NME1
CL:0002321	EMP2
CL:0002321	ALG8
CL:0002321	MRPS28
CL:0002321	MT1E
CL:0002321	SCN9A
CL:0002321	ESF1
CL:0002321	AIMP2
CL:0002321	GPX7
CL:0002321	AMBP
CL:0002321	SNORC
CL:0002321	PDLIM7
CL:0002321	ITIH2
CL:0002321	ELOVL5
CL:0002321	PLP2
CL:0002321	VAMP5
CL:0002321	CFH
CL:0002321	CARHSP1
CL:0002321	CCL20
CL:0002321	RAB27A
CL:0002321	INO80C
CL:0002321	MT1H
CL:0002321	TMEM176B
CL:0002321	IP6K3
CL:0002321	IFITM3
CL:0002321	NFIC
CL:0002321	EMP3
CL:0002321	TMEM109
CL:0002321	NR1H4
CL:0002321	MBNL1
CL:0002321	HYPK
CL:0002321	CDC37L1
CL:0002321	NDUFAF2
CL:0002321	INTS13
CL:0002321	TNFSF14
CL:0002321	PRG4
CL:0002321	LRRC61
CL:0002321	AKR1C1
CL:0002321	BID
CL:0002321	STEAP3
CL:0002321	IRAK2
CL:0002321	CCDC198
CL:0002321	CD58
CL:0002321	IDI1
CL:0002321	PPIA
CL:0002321	MT2A
CL:0002321	DDX21
CL:0002321	IGFBP4
CL:0002321	FTH1
CL:0002321	TUBA1B
CL:0002321	SEC14L2
CL:0002321	LYRM4
CL:0002321	CKLF
CL:0002321	SIRPA
CL:0002321	SLC38A2
